person_id,birthdate,school,country,height,weight,season_exp,position,rosterstatus,games_played_current_season_flag
181,1965-03-08,North Carolina,USA,6-3,170.0,10,Guard,Inactive,N
78194,1969-04-03,Louisville,USA,6-3,200.0,3,Forward,Inactive,N
78195,1958-01-18,Alcorn State,USA,6-8,215.0,13,Forward,Inactive,N
1910,1980-11-02,Martin Luther King HS (IL),USA,6-10,235.0,3,Forward,Inactive,N
63,1972-03-28,Providence,USA,6-8,240.0,8,Forward,Inactive,N
78197,1965-05-19,Brigham Young,USA,6-10,225.0,3,Guard,Inactive,N
2065,1976-04-15,Louisiana-Monroe,USA,6-8,195.0,2,Forward,Inactive,N
202701,1988-07-25,Duke,USA,6-2,185.0,3,Guard,Inactive,N
78198,1964-01-30,Jacksonville,USA,6-5,210.0,6,Forward,Inactive,N
78199,1952-04-22,San Francisco,USA,6-4,185.0,9,Guard,Inactive,N
203893,1991-04-19,Louisville,USA,6-0,165.0,2,Guard,Inactive,N
78205,1955-01-08,UNLV,USA,6-4,200.0,2,Forward,Inactive,N
120,1969-03-31,Michigan State,USA,6-8,221.0,15,Guard-Forward,Inactive,N
200848,1983-04-12,La Salle,USA,6-9,250.0,2,Forward,Inactive,N
1478,1972-01-24,Arizona State,USA,6-2,208.0,1,Guard,Inactive,N
2604,1980-10-03,Ball State,USA,6-8,225.0,3,Forward,Inactive,N
78208,1953-10-26,Missouri,USA,6-2,170.0,4,Guard,Inactive,N
1629015,1999-06-04,Texas Tech,USA,6-3,205.0,3,Guard,Inactive,N
1628372,1997-11-25,North Carolina State,USA,6-2,205.0,6,Guard,Active,N
1631095,2003-05-13,Auburn,USA,6-11,220.0,1,Forward,Active,N
22,1966-08-23,Marist,USA,7-4,265.0,12,Center,Inactive,N
1091,1962-08-31,Canisius,USA,7-0,250.0,7,Center,Inactive,N
78212,1929-05-22,Niagara,USA,6-3,215.0,1,Forward,Inactive,N
1630270,1997-12-21,Kansas State,USA,6-5,215.0,2,Forward,Active,N
203503,1991-11-10,New Mexico,USA,6-6,213.0,10,Guard,Inactive,N
727,1973-04-24,Michigan State,USA,6-3,205.0,14,Guard,Inactive,N
2745,1983-06-05,Nevada-Reno,USA,6-6,225.0,5,Forward-Guard,Inactive,N
78214,1920-02-10,Notre Dame,USA,6-0,180.0,1,Guard,Inactive,N
78215,1953-01-15,UNLV,USA,6-3,198.0,11,Guard,Inactive,N
78216,1934-09-21,DePaul,USA,6-3,185.0,4,Guard,Inactive,N
1631110,2003-05-20,Baylor,Poland,6-8,230.0,1,Forward,Active,N
78217,1953-10-16,Utah,USA,6-9,225.0,3,Center,Inactive,N
2226,1978-07-20,Clemson,USA,6-1,185.0,2,Guard,Inactive,N
78219,1942-03-17,Duquesne,USA,5-8,170.0,1,Guard,Inactive,N
2443,1978-02-14,Wake Forest,Lithuania,6-9,248.0,9,Forward,Inactive,N
78220,1948-07-08,Ohio State,USA,6-8,225.0,3,Forward,Inactive,N
203480,1990-04-28,Syracuse,USA,6-8,215.0,1,Forward,Inactive,N
78221,1924-12-17,Detroit,USA,6-2,175.0,1,Forward,Inactive,N
2776,1981-11-22,California State-Fullerton,Senegal,6-10,250.0,4,Forward,Inactive,N
1629034,1997-03-11,Louisville,USA,6-9,225.0,2,Forward,Inactive,N
2779,1982-08-02,Panathinaikos,Greece,6-4,195.0,1,Guard,Inactive,N
78223,1932-11-02,Detroit,USA,6-6,218.0,3,Forward,Inactive,N
600009,1958-06-12,Villanova,USA,6-2,175.0,12,Guard,Inactive,N
78225,1925-06-26,Western Kentucky,USA,6-5,205.0,8,Forward,Inactive,N
78226,1920-10-17,Villanova,USA,6-4,200.0,4,Forward,Inactive,N
201578,1987-08-04,Florida,USA,6-10,255.0,11,Forward-Center,Inactive,N
1629016,1997-07-21,Villanova,USA,6-8,245.0,3,Forward,Inactive,N
78227,1964-07-20,Northern Arizona,USA,6-6,210.0,2,Forward,Inactive,N
771,1969-12-06,UNLV,USA,7-0,270.0,5,Center,Inactive,N
280,1968-01-05,Louisville,USA,7-0,290.0,12,Center,Inactive,N
1630311,1996-07-04,Northwestern,USA,Unknown,0.0,0,Unknown,Inactive,N
78230,1922-11-12,Syracuse,USA,6-2,195.0,1,Forward,Inactive,N
201168,1985-01-01,Unknown,Brazil,6-11,245.0,8,Center-Forward,Inactive,N
78232,1932-09-11,Western Kentucky,USA,6-9,220.0,4,Center,Inactive,N
84,1970-09-08,Alabama,USA,6-5,195.0,14,Guard,Inactive,N
78233,1959-09-08,Howard,USA,6-7,230.0,5,Forward,Inactive,N
1630531,2002-09-25,Tennessee,USA,6-4,202.0,2,Guard,Active,N
78234,1926-06-17,Canterbury,USA,6-9,235.0,1,Center,Inactive,N
78235,1923-02-26,Rice,USA,6-2,225.0,1,Forward,Inactive,N
1756,1975-07-24,South Carolina,USA,6-11,215.0,2,Forward,Inactive,N
711,1974-11-05,North Carolina,USA,6-6,218.0,19,Forward,Inactive,N
78237,1951-09-04,Providence,USA,6-3,185.0,6,Guard,Inactive,N
78238,1941-12-20,Wichita State,USA,6-7,200.0,8,Forward,Inactive,N
78239,1950-01-18,Kansas,USA,6-5,190.0,5,Forward,Inactive,N
78240,1921-08-15,Central HS (IN),USA,6-1,185.0,2,Forward,Inactive,N
1630199,1999-08-18,Duke,USA,6-5,190.0,2,Guard,Inactive,N
317,1965-08-10,Oklahoma State,USA,6-5,190.0,13,Guard,Inactive,N
78244,1936-10-11,Thomas More,USA,6-7,205.0,5,Forward,Inactive,N
78245,1949-05-05,Kentucky,USA,6-5,180.0,9,Guard,Inactive,N
1099,1970-03-27,Michigan State,USA,6-7,225.0,1,Forward,Inactive,N
203474,1990-12-19,Memphis,USA,6-5,188.0,2,Guard-Forward,Inactive,N
1086,1973-01-28,Arkansas-Little Rock,USA,6-7,210.0,3,Forward,Inactive,N
1627293,1987-08-07,Southern California,USA,6-10,270.0,1,Forward,Inactive,N
78251,1963-01-17,Iowa State,USA,6-5,195.0,1,Guard,Inactive,N
1630205,1997-07-09,Penn State,USA,6-6,230.0,3,Forward,Active,N
78252,1936-06-19,Cincinnati,USA,6-3,185.0,1,Forward,Inactive,N
2052,1981-04-03,Washington Union HS (CA),USA,6-5,218.0,14,Forward-Guard,Inactive,N
1630597,1999-07-28,Mississippi State,USA,6-5,205.0,1,Guard,Inactive,N
78253,1947-04-11,Michigan,USA,6-6,220.0,1,Forward,Inactive,N
1630191,2001-05-22,Washington,USA,6-8,250.0,3,Forward-Center,Active,N
1529,1973-12-19,California State-Bakersfield,USA,6-8,239.0,1,Forward,Inactive,N
1565,1975-04-25,California,USA,6-10,230.0,9,Center,Inactive,N
78256,1935-01-20,Missouri,USA,6-5,205.0,1,Forward,Inactive,N
201880,1985-09-26,Wisconsin,USA,6-11,260.0,5,Center,Inactive,N
78257,1960-11-17,Missouri,USA,6-11,245.0,5,Center,Inactive,N
179,1970-12-10,Virginia,USA,6-5,210.0,11,Guard,Inactive,N
78259,1937-07-22,St. Bonaventure,USA,6-2,185.0,1,Guard,Inactive,N
78261,1962-11-29,Colorado,USA,6-8,220.0,2,Forward,Inactive,N
204065,1991-06-24,Gonzaga,USA,5-11,165.0,3,Guard,Inactive,N
304,1962-03-26,Gonzaga,USA,6-1,175.0,19,Guard,Inactive,N
978,1977-06-09,PAOK,Serbia,6-10,229.0,14,Forward,Inactive,N
78264,1963-08-05,Iowa,USA,6-10,220.0,2,Forward,Inactive,N
203950,1994-01-07,Tennessee,USA,6-9,255.0,4,Forward-Center,Inactive,N
600016,1933-06-17,St. Francis (PA),USA,6-7,232.0,3,Forward,Inactive,N
78266,1920-10-23,Detroit,USA,6-1,180.0,1,Guard,Inactive,N
1627754,1997-02-10,Maryland,USA,6-11,255.0,2,Center,Inactive,N
2852,1977-04-18,Arizona State,USA,6-6,225.0,4,Forward-Guard,Inactive,N
2405,1982-11-16,Cypress Creek HS (FL),USA,6-10,245.0,15,Forward-Center,Inactive,N
78267,1948-08-16,Arizona State,USA,6-4,215.0,1,Forward,Inactive,N
201199,1985-06-15,Maryland,USA,6-5,201.0,2,Guard,Inactive,N
78269,1948-01-22,Pacific,USA,6-8,210.0,1,Forward,Inactive,N
1065,1973-11-25,Nebraska,USA,6-3,218.0,10,Guard,Inactive,N
1110,1970-07-14,Temple,USA,6-10,220.0,9,Forward,Inactive,N
393,1966-07-11,DePaul,USA,6-3,185.0,17,Guard,Inactive,N
78270,1940-09-04,Jacksonville,USA,6-5,200.0,1,Forward,Inactive,N
78271,1958-07-24,Montana,USA,6-10,260.0,2,Forward,Inactive,N
400,1968-02-09,Xavier,USA,6-9,240.0,10,Forward,Inactive,N
78273,1968-05-10,Christopher Newport,USA,6-4,190.0,2,Guard,Inactive,N
78274,1957-10-29,Mississippi,USA,6-7,215.0,1,Forward,Inactive,N
1629622,1996-03-28,DePaul,USA,6-5,215.0,4,Guard-Forward,Active,N
78275,1923-11-13,DePaul,USA,6-2,185.0,3,Forward,Inactive,N
1630591,2001-06-03,Gonzaga,USA,6-5,205.0,2,Guard,Active,N
78277,1945-01-18,Midwestern State,USA,6-9,225.0,1,Center,Inactive,N
203096,1992-03-04,Ohio State,USA,6-9,260.0,5,Center-Forward,Inactive,N
201969,1988-01-24,Georgetown,USA,6-8,240.0,5,Forward,Inactive,N
1628410,1995-12-31,Xavier,USA,6-4,196.0,5,Guard,Active,N
78654,1965-11-11,Austin Peay,USA,6-11,215.0,1,Forward,Inactive,N
201180,1985-11-06,Beijing,China,6-9,205.0,2,Guard,Inactive,N
78278,1929-12-20,Illinois,USA,6-1,180.0,2,Guard,Inactive,N
1743,1980-02-10,Split,Croatia,7-2,260.0,8,Center,Inactive,N
78279,1961-07-02,Missouri,USA,6-2,170.0,9,Guard,Inactive,N
682,1973-03-25,Florida State,USA,6-5,200.0,11,Guard,Inactive,N
78280,1929-11-16,Long Island-Brooklyn,USA,6-4,210.0,2,Forward,Inactive,N
78281,1961-08-09,Pepperdine,USA,6-3,190.0,2,Guard,Inactive,N
357,1967-12-03,Oral Roberts,USA,6-2,185.0,3,Guard,Inactive,N
78283,1933-12-16,Texas Southern,USA,6-8,220.0,1,Forward,Inactive,N
1628403,1997-04-18,Purdue,USA,6-9,260.0,4,Forward,Inactive,N
78284,1930-10-04,Detroit,USA,6-6,210.0,1,Forward,Inactive,N
78285,1934-12-23,Morehead State,USA,6-4,215.0,1,Forward,Inactive,N
2552,1982-10-25,Georgetown,USA,6-8,270.0,5,Forward,Inactive,N
1631306,1999-05-08,Syracuse,USA,6-9,220.0,1,Forward,Active,N
2741,1985-12-03,Bakersfield HS (CA),USA,7-1,270.0,5,Center,Inactive,N
2031,1979-11-21,Louisiana State,USA,6-10,220.0,10,Forward-Center,Inactive,N
78286,1970-12-21,Auburn,USA,6-5,230.0,1,Forward,Inactive,N
1628591,1994-01-16,Mississippi State,USA,6-3,196.0,2,Guard,Inactive,N
202377,1988-04-05,Le Havre,France,6-7,225.0,2,Forward-Guard,Inactive,N
78287,1921-09-19,Western Kentucky,USA,5-10,175.0,1,Guard,Inactive,N
1626208,1993-12-30,Green Bay,USA,5-11,167.0,2,Guard,Inactive,N
1132,1973-04-11,Xavier,USA,6-9,255.0,1,Forward,Inactive,N
1136,1968-02-01,Augustana (SD),USA,6-11,230.0,1,Center,Inactive,N
1887,1977-03-05,Miami (Ohio),USA,6-7,240.0,11,Guard-Forward,Inactive,N
440,1970-06-15,Olimpia Milano,Croatia,7-0,257.0,6,Center,Inactive,N
2657,1980-10-05,Brigham Young-Hawaii,USA,5-9,165.0,2,Guard,Inactive,N
101147,1985-03-10,Pittsburgh,USA,6-10,261.0,2,Forward,Inactive,N
1434,1973-05-09,Olympiacos,Serbia,6-11,270.0,1,Center-Forward,Inactive,N
78293,1964-11-28,Michigan,USA,7-0,230.0,6,Forward,Inactive,N
1630256,1995-10-28,Ohio State,USA,6-5,230.0,3,Forward,Active,N
78294,1953-07-26,Marquette,USA,6-4,185.0,4,Guard,Inactive,N
1628369,1998-03-03,Duke,USA,6-8,210.0,6,Forward-Guard,Active,N
204002,1992-03-22,Gran Canaria,Cabo Verde,7-3,265.0,3,Center,Inactive,N
78295,1965-11-30,Oregon,USA,6-4,175.0,1,Guard,Inactive,N
78296,1951-06-09,Princeton,USA,6-2,185.0,6,Guard,Inactive,N
101182,1982-07-26,Alabama-Birmingham,USA,6-5,193.0,3,Guard,Inactive,N
78298,1948-02-05,Texas-Pan American,USA,6-5,180.0,2,Guard,Inactive,N
78297,1967-10-03,Eastern Illinois,USA,6-3,190.0,1,Forward,Inactive,N
78299,1960-01-01,Texas Tech,USA,6-4,175.0,2,Guard,Inactive,N
201966,1986-12-08,Central Florida,USA,6-4,210.0,2,Guard,Inactive,N
1511,1974-06-04,Tennessee-Chattanooga,USA,6-9,220.0,3,Forward,Inactive,N
1508,1976-10-30,Michigan,USA,6-9,265.0,9,Forward-Center,Inactive,N
201446,1986-01-21,Iowa State,USA,6-2,165.0,2,Guard,Inactive,N
78302,1946-03-13,La Salle,USA,6-0,175.0,1,Guard,Inactive,N
1630678,1999-09-23,Austin Peay,USA,6-4,230.0,2,Forward,Active,N
203116,1990-04-12,Kansas,USA,6-3,185.0,2,Guard,Inactive,N
78303,1960-09-11,Duke,USA,6-5,180.0,1,Guard,Inactive,N
78304,1960-04-10,Baylor,USA,6-5,195.0,11,Guard,Inactive,N
201952,1988-06-10,Wake Forest,USA,6-3,195.0,13,Guard,Inactive,N
203104,1993-02-28,Kentucky,USA,6-2,189.0,3,Guard,Inactive,N
203141,1985-09-17,Baskonia,Bosnia and Herzegovina,6-9,242.0,6,Forward,Inactive,N
2742,1985-06-09,Abraham Lincoln HS (NY),USA,6-0,170.0,10,Guard,Inactive,N
202066,1986-05-08,Louisiana State,USA,6-6,195.0,13,Guard-Forward,Active,N
1628462,1987-03-19,CSKA Moscow,Serbia,6-5,196.0,2,Guard,Inactive,N
78305,1954-06-19,Southern Methodist,USA,6-8,200.0,2,Forward,Inactive,N
78307,1956-06-22,Winston-Salem State,USA,6-4,210.0,3,Guard,Inactive,N
78306,1950-09-27,Long Beach State,USA,6-6,215.0,3,Guard,Inactive,N
78308,1950-01-12,Stanford,USA,6-5,195.0,2,Guard,Inactive,N
1631207,2002-07-12,Arizona,USA,6-7,195.0,1,Forward,Active,N
1629150,1996-08-21,Lincoln Memorial,USA,6-9,220.0,2,Forward,Inactive,N
1891,1977-09-15,Arizona,USA,6-2,185.0,19,Guard,Inactive,N
1630179,2000-09-28,Stanford,USA,6-2,160.0,3,Guard,Inactive,N
1630257,1997-05-04,Michigan,USA,7-1,265.0,1,Center,Inactive,N
201934,1987-02-16,Connecticut,Tanzania,7-3,263.0,5,Center,Inactive,N
78309,1939-11-02,Cincinnati,USA,6-2,170.0,4,Guard,Inactive,N
1628464,1992-04-04,Brose Bamberg,Germany,6-8,245.0,6,Forward-Center,Active,N
78310,1957-10-13,UNLV,USA,6-6,190.0,13,Guard,Inactive,N
78311,1961-10-03,St. Mary's (CA),USA,6-7,210.0,2,Forward,Inactive,N
78312,1935-03-28,Hofstra,USA,6-6,215.0,2,Forward,Inactive,N
78313,1947-08-13,Weber State,USA,6-1,160.0,2,Guard,Inactive,N
78314,1960-04-12,Bradley,USA,6-7,195.0,5,Forward,Inactive,N
2873,1975-12-23,Kansas,USA,6-5,220.0,4,Guard,Inactive,N
1630560,2001-10-13,Louisiana State,Japan,6-3,210.0,2,Guard,Active,N
1063,1969-10-03,Eastern Michigan,USA,6-4,195.0,3,Guard,Inactive,N
78316,1969-10-03,Eastern Michigan,USA,6-3,175.0,1,Guard,Inactive,N
2041,1978-04-01,Syracuse,USA,6-10,260.0,10,Center,Inactive,N
78317,1966-01-02,Florida State,USA,6-8,225.0,1,Forward,Inactive,N
202738,1989-02-07,Washington,USA,5-9,185.0,12,Guard,Inactive,N
78318,1961-04-30,Indiana,USA,6-1,180.0,13,Guard,Inactive,N
1975,1976-07-19,Providence,USA,6-6,219.0,2,Forward,Inactive,N
2839,1980-11-22,Texas-Austin,USA,6-9,245.0,2,Forward,Inactive,N
78320,1960-10-19,Indiana,USA,6-3,190.0,4,Guard,Inactive,N
78321,1948-06-27,Marquette,USA,6-6,205.0,1,Forward,Inactive,N
1519,1975-09-08,Minnesota,USA,6-9,265.0,6,Center,Inactive,N
1903,1977-07-25,New Mexico,USA,6-7,245.0,12,Center-Forward,Inactive,N
703,1972-10-04,TCU,USA,6-9,240.0,18,Forward,Inactive,N
202952,1988-11-08,San Diego State,USA,6-9,225.0,4,Forward,Inactive,N
1629744,1994-08-04,Iowa State,USA,6-3,190.0,4,Guard,Inactive,N
78322,1953-08-20,Detroit,USA,6-8,220.0,1,Forward,Inactive,N
1501,1977-02-26,Villanova,USA,6-10,240.0,14,Forward,Inactive,N
200748,1986-08-17,Louisiana State,USA,6-10,225.0,8,Forward,Inactive,N
202717,1990-05-29,Georgia,USA,6-10,245.0,2,Forward,Inactive,N
78323,1962-08-30,Fresno State,USA,6-6,210.0,5,Guard,Inactive,N
1631,1963-12-01,Louisville,USA,6-7,195.0,6,Forward,Inactive,N
240,1970-07-19,Oklahoma State,USA,6-4,193.0,4,Guard,Inactive,N
78325,1960-02-05,Connecticut,USA,6-8,225.0,1,Forward,Inactive,N
78326,1954-07-13,North Carolina State,USA,6-4,195.0,8,Guard,Inactive,N
101159,1983-03-23,UCLA,USA,6-8,200.0,2,Guard-Forward,Inactive,N
203138,1991-04-03,Georgetown,USA,6-8,206.0,5,Forward,Inactive,N
201574,1986-07-21,Rider,USA,6-11,250.0,9,Forward-Center,Inactive,N
78329,1971-02-07,North Carolina State,USA,6-11,260.0,1,Center,Inactive,N
202691,1990-02-08,Washington State,USA,6-6,220.0,10,Guard,Active,N
78331,1955-01-30,Minnesota,USA,6-10,226.0,12,Center,Inactive,N
202814,1988-06-01,Pepperdine,USA,6-6,211.0,2,Forward,Inactive,N
78333,1968-12-02,Syracuse,USA,6-4,185.0,1,Forward,Inactive,N
202684,1991-03-13,Texas-Austin,Canada,6-9,254.0,12,Center-Forward,Active,N
1630550,2002-08-26,Auburn,USA,6-9,203.0,2,Forward,Active,N
78335,1941-05-23,West Virginia,USA,6-4,195.0,8,Guard,Inactive,N
201154,1983-12-07,Florida State,USA,6-8,235.0,5,Forward,Inactive,N
738,1962-07-10,California-Irvine,USA,6-10,225.0,8,Forward,Inactive,N
201977,1987-06-05,Louisiana State,USA,6-4,205.0,8,Guard-Forward,Inactive,N
1628414,1994-11-15,South Carolina,USA,6-4,215.0,5,Guard,Inactive,N
901,1962-08-05,Providence,USA,6-10,248.0,17,Center-Forward,Inactive,N
9,1961-09-10,West Virginia Tech,USA,6-2,185.0,14,Guard,Inactive,N
600001,1941-07-25,Bowling Green,USA,6-11,225.0,14,Center,Inactive,N
78340,1919-01-16,Canisius,USA,6-0,175.0,1,Guard,Inactive,N
1629680,1997-03-04,Washington,USA,6-5,201.0,4,Guard-Forward,Active,N
78341,1915-06-14,Washington & Jefferson,USA,6-1,190.0,1,Guard,Inactive,N
78342,1940-11-30,Thomas More,USA,6-0,185.0,1,Guard,Inactive,N
78343,1960-02-23,Cleveland State,USA,6-11,215.0,2,Center,Inactive,N
1630214,1999-01-12,Michigan State,USA,6-7,245.0,3,Forward,Active,N
2224,1978-02-28,Iowa State,USA,6-3,188.0,11,Guard,Inactive,N
47,1964-06-09,Oklahoma,USA,6-9,260.0,12,Forward,Inactive,N
1627861,1994-10-10,Virginia,USA,7-0,260.0,1,Center,Inactive,N
1630225,2001-10-17,NBA G League Ignite,USA,6-9,219.0,2,Forward,Active,N
78348,1958-09-10,Indiana,USA,6-9,225.0,5,Forward,Inactive,N
201229,1985-06-01,Creighton,USA,6-8,240.0,14,Forward,Inactive,N
78349,1951-11-25,Arkansas,USA,6-8,190.0,3,Forward,Inactive,N
78350,1948-11-24,Michigan,USA,6-8,218.0,11,Forward,Inactive,N
78351,1957-11-23,Louisiana-Lafayette,USA,6-3,178.0,8,Guard,Inactive,N
78352,1962-04-13,Dayton,USA,6-2,178.0,5,Guard,Inactive,N
78353,1922-11-01,Marshall,USA,6-1,185.0,1,Guard,Inactive,N
342,1966-01-19,Brigham Young,USA,6-6,210.0,2,Forward,Inactive,N
78356,1956-07-14,Marquette,USA,6-9,210.0,1,Forward,Inactive,N
1630167,1998-03-04,Dayton,USA,6-9,220.0,3,Forward,Active,N
78357,1917-03-06,Long Island-Brooklyn,USA,6-1,192.0,3,Forward,Inactive,N
2351,1976-12-18,Trotamundos,Venezuela,6-6,210.0,2,Guard-Forward,Inactive,N
1629308,1993-04-10,Marquette,USA,6-6,209.0,4,Forward,Active,N
78359,1926-06-02,Indiana,USA,6-1,175.0,3,Guard,Inactive,N
78360,1920-08-28,St. John's (NY),USA,6-0,185.0,2,Guard,Inactive,N
1626253,1992-07-23,Strasbourg IG,France,6-7,210.0,4,Guard-Forward,Inactive,N
78361,1953-09-27,North Carolina State,USA,5-7,150.0,1,Guard,Inactive,N
700,1970-05-15,Notre Dame,USA,6-11,250.0,4,Center,Inactive,N
78363,1920-06-20,Western Kentucky,USA,6-4,210.0,2,Center,Inactive,N
1626157,1995-11-15,Kentucky,USA,7-0,248.0,8,Center-Forward,Active,N
78365,1955-12-20,UCLA,USA,6-3,175.0,3,Guard,Inactive,N
78366,1948-07-11,Long Beach State,USA,6-8,205.0,6,Forward,Inactive,N
78367,1945-10-02,UNLV,USA,6-7,210.0,5,Forward,Inactive,N
1714,1977-02-01,Michigan,USA,6-8,284.0,8,Forward-Center,Inactive,N
718,1974-09-22,Ohio,USA,6-8,250.0,10,Forward,Inactive,N
2244,1979-07-11,USC,USA,6-4,200.0,4,Guard,Inactive,N
78651,1939-11-06,Seattle,USA,6-7,215.0,9,Forward,Inactive,N
1629019,1996-01-17,Arizona,USA,6-4,200.0,2,Guard,Inactive,N
78368,1922-11-03,DePaul,USA,6-0,170.0,2,Guard,Inactive,N
78369,1959-02-16,Notre Dame,USA,6-6,220.0,10,Forward,Inactive,N
2456,1979-09-22,Znicz Pruszkow,Poland,7-2,240.0,3,Center,Inactive,N
2054,1979-06-10,AEK Athens,Greece,7-2,290.0,8,Center,Inactive,N
78370,1950-04-25,California-Santa Barbara,USA,6-6,206.0,3,Forward,Inactive,N
78371,1930-08-31,Kentucky,USA,6-5,190.0,3,Forward,Inactive,N
2401,1983-04-14,Benetton Treviso,Georgia,7-0,225.0,5,Forward,Inactive,N
78372,1943-02-24,Oklahoma Baptist,USA,6-8,190.0,4,Forward,Inactive,N
201169,1984-02-11,Wisconsin,USA,6-6,205.0,4,Forward,Inactive,N
78374,1932-12-11,Duquesne,USA,6-7,185.0,3,Forward,Inactive,N
200782,1985-05-05,Texas,USA,6-5,245.0,12,Forward,Active,N
1629730,1997-09-24,Arkansas-Little Rock,USA,6-3,209.0,4,Guard,Inactive,N
78375,1959-12-20,Minnesota,USA,6-5,193.0,11,Guard,Inactive,N
2045,1979-03-19,Efes Pilsen,Turkey,6-10,220.0,15,Forward,Inactive,N
78377,1964-12-13,Memphis,USA,5-11,160.0,6,Guard,Inactive,N
78385,1944-02-18,Akron,USA,6-7,220.0,6,Forward,Inactive,N
78378,1959-06-10,Mississippi,USA,6-5,190.0,8,Guard,Inactive,N
202323,1988-10-27,Ohio State,USA,6-6,220.0,11,Guard-Forward,Inactive,N
78379,1966-08-18,California State-Fullerton,USA,6-7,200.0,2,Guard,Inactive,N
78380,1930-06-29,Western Kentucky,USA,6-4,170.0,1,Guard,Inactive,N
1819,1967-11-30,Phillips,USA,6-8,245.0,1,Forward,Inactive,N
1626167,1996-03-24,Texas,USA,6-11,250.0,8,Center-Forward,Active,N
1943,1976-03-22,Kentucky,USA,6-2,190.0,1,Guard,Inactive,N
78386,1960-12-28,Kentucky,USA,6-11,240.0,5,Center,Inactive,N
78387,1950-09-20,Old Dominion,USA,6-1,175.0,4,Guard,Inactive,N
78388,1934-05-11,Cincinnati,USA,6-6,210.0,11,Forward,Inactive,N
189,1971-04-30,Texas-Austin,USA,6-1,185.0,1,Guard,Inactive,N
202719,1991-06-21,Tokyo Apache,USA,6-10,250.0,4,Forward,Inactive,N
78390,1956-10-30,Detroit,USA,6-7,215.0,11,Forward,Inactive,N
78391,1935-08-16,Louisville,USA,6-8,230.0,5,Center,Inactive,N
202775,1986-11-26,Siena,Puerto Rico,6-6,204.0,1,Forward-Guard,Inactive,N
2757,1982-07-05,Olimpia Milano,Slovenia,6-3,205.0,14,Guard,Inactive,N
101146,1984-12-05,Virtus Roma,Croatia,6-5,190.0,2,Guard,Inactive,N
1627755,1996-01-05,Kentucky,USA,5-10,160.0,4,Guard,Inactive,N
1630649,1999-04-12,Arkansas,USA,6-6,210.0,1,Guard,Inactive,N
78392,1946-03-14,Louisville,USA,6-7,245.0,13,Center,Inactive,N
78393,1929-09-30,Long Island-Brooklyn,USA,6-4,185.0,1,Guard,Inactive,N
78394,1963-01-24,Utah,USA,6-2,180.0,3,Guard,Inactive,N
1627784,1993-05-19,Iowa,USA,6-9,220.0,3,Forward,Inactive,N
202386,1988-03-18,Tulsa,USA,6-3,205.0,3,Guard,Inactive,N
201987,1985-03-03,Alabama-Birmingham,USA,6-5,205.0,1,Guard-Forward,Inactive,N
202685,1992-05-06,Lietuvos rytas Vilnius,Lithuania,6-11,265.0,11,Center,Active,N
78395,1959-02-03,Kansas,USA,6-2,183.0,9,Guard,Inactive,N
1627756,1993-11-16,Michigan State,USA,6-4,220.0,6,Guard,Inactive,N
78396,1957-11-27,Old Dominion,USA,6-7,210.0,1,Forward,Inactive,N
78397,1948-10-03,UCLA,USA,6-3,185.0,2,Guard,Inactive,N
78398,1943-02-22,Indiana,USA,6-5,210.0,12,Guard,Inactive,N
78399,1943-02-22,Indiana,USA,6-5,202.0,12,Forward,Inactive,N
78401,1922-10-28,New York University,USA,6-3,185.0,4,Guard-Forward,Inactive,N
78400,1951-12-16,Vanderbilt,USA,6-7,195.0,7,Forward,Inactive,N
89,1971-11-27,Cincinnati,USA,6-1,190.0,13,Guard,Inactive,N
1496,1975-10-23,Utah,USA,6-10,245.0,10,Forward,Inactive,N
78406,1947-04-01,St. Francis (PA),USA,6-1,173.0,10,Guard,Inactive,N
78402,1923-02-25,Illinois,USA,6-3,195.0,5,Guard,Inactive,N
78403,1971-04-03,Wisconsin-Green Bay,USA,6-8,215.0,1,Forward,Inactive,N
1629020,1999-04-03,Kentucky,USA,6-8,214.0,5,Forward,Active,N
78404,1958-08-01,UCLA,USA,6-8,220.0,13,Forward,Inactive,N
78407,1963-04-13,Santa Clara,USA,7-1,255.0,2,Center,Inactive,N
2128,1973-03-21,St. Bonaventure,USA,6-5,200.0,1,Guard,Inactive,N
2237,1979-05-06,Partizan,Bosnia and Herzegovina,7-1,265.0,2,Center,Inactive,N
2760,1982-09-28,FC Barcelona,Brazil,6-11,260.0,14,Forward,Inactive,N
202363,1988-03-01,Mississippi State,USA,6-9,230.0,2,Forward-Center,Inactive,N
202349,1987-01-16,Maryland,Venezuela,6-6,217.0,7,Guard,Inactive,N
78409,1940-02-19,Southern Illinois,USA,6-3,190.0,5,Guard,Inactive,N
710,1973-03-23,Memphis,USA,6-9,240.0,4,Forward,Inactive,N
1521,1975-02-11,Kansas,USA,6-1,190.0,13,Guard,Inactive,N
1626173,1996-08-16,UNLV,USA,6-6,202.0,3,Guard,Inactive,N
78411,1918-05-15,Western Kentucky,USA,6-4,205.0,1,Forward,Inactive,N
919,1968-02-27,Michigan,USA,6-9,240.0,11,Forward-Center,Inactive,N
78413,1945-09-07,Duke,USA,6-1,190.0,1,Guard,Inactive,N
78414,1959-02-15,Fresno State,USA,6-9,215.0,6,Forward,Inactive,N
202686,1990-04-24,Partizan,Czech Republic,7-0,242.0,3,Forward,Inactive,N
